Nr wpisu,Data dokonania wpisu,Nazwa przedsiębiorcy zagranicznego,Siedziba przedsiębiorcy zagranicznego,Kraj przedsiębiorcy zagranicznego,Forma prawna przedsiębiorcy zagranicznego,Przedmiot głównej działalności gospodarczej przedsiębiorcy zagranicznego,Imię i nazwisko osoby upoważnionej w przedstawicielstwie do reprezentowania przedsiębiorcy zagranicznego,Adres siedziby przedstawicielstwa na terytorium RP,Kod pocztowy,Miasto,Województwo,Data wykreślenia przedstawicielstwa z rejestru,Ostatni dzień obowiązywania wpisu
514/R,2019-06-11,OXPROTO LTD,Kingston Road 590 SW20 8DN Londyn,Wielka Brytania,spółka z o.o.,"Produkcja pozostałych maszyn ogólnego przeznaczenia, gdzie indziej niesklasyfikowana. Działalność agentów zajmujących się sprzedażą towarów różnego rodzaju. Doradztwo w zakresie zarządzania inne niż doradztwo zarządzania finansowego. Działania w ramach projektowania technicznego dla procesu przemysłowego i produkcji.",Patryk Rusiecki,ul. Kościuszki 61,43-190,Mikołów,śląskie,Aktywne,06.11.2025
515/R,2019-12-11,KOREA TRADE INSURANCE CORPORATION,"Jong-ro, Jongno-gu 14 03187 Seul",Republika Korei,przedsiębiorstwo państwowe,Ubezpieczenia handlowe. Zarządzanie parkingami.,Dongheon Ham,"Al. Armii Ludowej 26, Focus, Part C 9th",00-609,Warszawa,mazowieckie,Aktywne,12.11.2025
516/R,2019-11-14,ALBERTI GERMANO & SANTI ROMANO S.R.L.,Via Salvo D'Acquisto 7/9 29016 Cortemaggiore (PC),Włochy,spółka z o.o. z jednym wspólnikiem,"Spedycja, logistyka i transport.",Stefano Alberti,ul. Przyjaźni 6/U5,53-030,Wrocław,dolnośląskie,Aktywne,14.11.2025
517/R,2019-11-29,TERRAVESTA MANAGEMENT LIMITED,Tentercroft 12 LN5 7DB Lincoln  ,Wielka Brytania,spółka z o.o.,Działalność usługowa związana z administracyjną obsługą biura.,Andrzej Matyjewski,ul. Wróblewskiego 38 A,93-578,Łódź,łódzkie,Wykreślone 30-11-2021,
518/R,2019-12-13,INSTANT TRADING EU LTD,"Spetson 23A, Leda Court, Block B, flat/office B203 4000 Limassol, Mesa Geitonia",Cypr,spółka z o.o.,"Usługi inwestycyjne dotyczące: zbywalnych papierów wartościowych, instrumentów rynku pieniężnego, jednostek w przedsiębiorstwach zbiorowego inwestowania, opcji, kontraktów futures, swapów, umów terminowych na stopę procentową (forward rate agreement) i wszelkich innych umów pochonych dotyczących papierów wartościowych, walut, stóp procentowych lub zysków, uprawnień do emisji lub innych instrumentów pochodnych, indeksów finansowych lub środków finansowych, które mogą być rozliczane fizycznie lub w gotówce, opcji, kontraktów futures, swapów, umów terminowych na stopę procentową (forward rate agreement) i wszelkich innych umów pochodnych dotyczących towarów, które muszą być rozliczane w gotówce lub mogą być rozliczane w gotówce według wyboru jednej ze stron, opcji, kontraktów futures, swapów, umów terminowych na stopę procentową (forward rate adreement) i wszelkich innych kontraktów pochodnych związanych z towarami, które mogą być fizycznie rozliczane, pod warunkiem, że są przedmiotem obrotu na zwykłym rynku, instrumentów pochodnych na przeniesienie ryzyka kredytowego, kontraktów finansowych na różnice kursowe, uprawnień do emisji składających się z wszelkich jednostek uznanych za zgodne z dyrektywą 2003/87/WE. ",Aleksei Skachilov,ul. Dworcowa 47,85-009,Bydgoszcz,kujawsko-pomorskie,Wykreślone 14-12-2021,
519/R,2020-08-01,"PRYWATNE PIDPRYJEMSTWO ""UNIWERSALNI KORABELNI SERWISY UKRAINY""",PROSPEKT MYRU 25B 68600 IZMAIŁ,Ukraina,przedsiębiorstwo prywatne,Działalność agencji pracy.,Sławomir Jaroń,ul. Erazma Ciołka 13 lok. 408,01-445,Warszawa,mazowieckie,Wykreślone 09-01-2022,
520/R,2020-10-01,JJ MES LIMITED,"32 Dundas Street Room 2702, 27/F Omega Plaza, Mangkok, Hong Kong",Chiny/Hongkong,spółka z o.o.,Handel kontenerami wysyłkowymi.,Boohyun Park ,ul. Wołoska 16,02-675,Warszawa,mazowieckie,Aktywne,10.01.2026
521/R,2020-01-23,AUDACIEUSE LIMITED,78 Bonham strand - 25F Workington tower Sheung Wan,Chiny/Hongkong,spółka z o.o.,Import - eksport.,Sandrine Regiec ,ul. Rynek Nowego Miasta 6/8/10 m. 11,00-229,Warszawa,mazowieckie,Wykreślone 24-01-2024,
522/R,2020-01-30,ROSUA SE,ZĂMOCKĂ 1 811 01 Bratysława,Słowacja,spółka europejska,"Zakup towarów w celu ich sprzedaży odbiorcy końcowemu (handel detaliczny) lub innym podmiotom gospodarczym (handel hurtowy). Działalność agencyjna w dziedzinie handlu. Działalność agencyjna w dziedzinie usług. Działalność doradców biznesowych, organizacyjnych i ekonomicznych. Usługi administracyjne. Wynajem ruchomości. Wynajem nieruchomości związanych ze świadczeniem usług innych niż podstawowe usługi związane z wynajmem. Prowadzenie księgowości. Usługi związane z komputerowym przetwarzaniem danych. Zarządzanie i utrzymanie zasobów mieszkaniowych i użytkowych w zakresie nieregulowanej działalności gospodarczej. Usługi reklamowe i marketingowe.",Adam Harrari,ul. Warszawska 39 lok. U 5,15-062,Białystok,podlaskie,Wykreślone 09-11-2020,
523/R,2020-02-17,LABORATORIOS ALCALA FARMA SOCIEDAD LIMITADA,Avenida de Madrid 82 28802 Alcala de Henares,Hiszpania,spółka z o.o.,"Rozwój, produkcja, eksport, import, sprzedaż, zakup i dystrybucja produktów farmaceutycznych.",Marzena Pawłowska,Al. Jerozolimskie 85. lok. 21,02-001,Warszawa,mazowieckie,Wykreślone 18-02-2022,
524/R,2020-02-19,UAB Skycop.com,Smolensko 10/101 LT-03201 Wilno ,Litwa,spółka z o.o.,"Prowadzenie według własnego uznania i rozwój dowolnej działalności komercyjnej, gospodarczej, finansowej bądź przemysłowej, o ile nie stoi ona w sprzeczności z obowiązującymi przepisami; może prowadzić dowolną inną działalność, o ile nie stoi ona w sprzeczności z ustawodawstwem Republiki Litewskiej. Spółka nie prowadzi działalności wymagającej licencji (zezwolenia).",Sigitas Kačiušis,ul. Rajska 6/2,80-850,Gdańsk,pomorskie,Wykreślone 27-05-2021,
525/R,2020-04-22,"Atlantic Droga Kolinska, Živilska industrija, d.o.o.",Kolinska ulica 1 1000 Lublana ,Słowenia,spółka z o.o.,Przetwórstwo herbaty i kawy.,Matjaż Vodopivec,ul. Wspólna 70,00-687,Warszawa,mazowieckie,Wykreślone 02-03-2022,
526/R,2020-06-23,CONSULT TRADE LTD,"KNBC 7th Floor, 3 London Wall Buildings EC2M 5PD Londyn",Wielka Brytania,spółka z o.o.,Handel drewnem i materiałami drewnopochodnymi.,Sofia Dodis,ul. Wojska Polskiego 50,19-200,Grajewo,podlaskie,Wykreślone 24-06-2024,
527/R,2020-08-17,TATRA LIMITED,"Globe House, Eclipse ParkSittingbourne Road Kent ME14 3EN Maidstone",Wielka Brytania,spółka z o.o.,Prowadzenie wszelkiego rodzaju działalności jako wykonawcy i specjaliści w zakresie czyszczenia rur.,Adam Leśniewski,ul. Ekologiczna 17/19 M,02-798,Warszawa,mazowieckie,Wykreślone 18-08-2022,
528/R,2020-08-21,LaPresse S.p.A.,Via dell'Aprica 18 CAP 20158 Mediolan,Włochy,spółka akcyjna,Agencja prasowa.,Marco Maria Durante,Al. Przyjaciół 9 lok. 9,00-565,Warszawa,mazowieckie,Wykreślone 22-08-2022,
529/R,2020-07-09,PNL Fintech B.V.,Jachthavenweg 109H 1081KM Amsterdam,Niderlandy,spółka z o.o.,Działalność związana z oprogramowaniem. Działalność związana z doradztwem w zakresie informatyki. Działalność związana z urządzeniami informatycznymi. Badanie rynku i opinii publicznej. Działalność portali internetowych.,Sergey Petrov,"ul. Postępu 15, Brain Embassy",02-676,Warszawa,mazowieckie,Wykreślone 08-09-2024,
530/R,2020-09-18,"RSC Law Group, LLC","1875 Old Alabama Road, Suite 720 30076 Georgia, Roswell",Stany Zjednoczone Ameryki,spółka z o.o.,Usługi prawne.,Alina Sokół,ul. Leszczyńskiej 18/53,93-347,Łódź,łódzkie,Aktywne,18.09.2026
531/R,2020-09-25,ATAKA ENTERPRISE PTE LTD,"217 Henderson Road #03-09, Henderson Industrial Park 159555 Singapur",Singapur,spółka z o.o. do wartości kapitału nominalnego,"Sprzedaż hurtowa sprzętu ochronnego i przeciwpożarowego, sprzedaż hurtowa sprzętu medycznego, profesjonalnego, naukowego i precyzyjnego. Hurtowy import i eksport.",Chin Ee Jimmy Ong,ul. Bednarska 6,60-571,Poznań,wielkopolskie,Wykreślone 26-09-2022,
532/R,2020-10-23,SpofaDental a.s.,"ul. Markova 238, Holínské Předměsti, 506 01 Jičin",Republika Czeska,spółka akcyjna,"Produkcja wyrobów medycznych — preparaty i materiały dentystyczne. Produkcja, handel i usługi niewymienione w załącznikach 1-3 do ustawy o licencjonowaniu handlu. Produkcja niebezpiecznych substancji chemicznych i niebezpiecznych mieszanin chemicznych. Produkcja, montaż remonty maszyn i urządzeń elektrycznych, sprzętu elektronicznego i telekomunikacyjnego. Produkcja preparatów farmaceutycznych w zakresie: roztwór i spray Jodisol.",Arkadiusz Wołosz,Al. Jana Pawła II 27,00-867,Warszawa,mazowieckie,Wykreślone 24-10-2022,
533/R,2020-10-23,Megmeet Germany GmbH,"Meisenstraße 94, 33607 Bielenfeld",Niemcy,spółka z o.o.,"Badanie, rozwój, import i eksport oraz sprzedaż przemysłowych instalacji zasilania prądem, komponentów do systemów automatyzacji przemysłowej oraz rozwiązań dla inteligentnego domu oraz badania z zakresu techniki automatyzacji. Spółka może dokonywać wszelkich czynności, które mogą bezpośrednio lub pośrednio służyć celowi spółki. Może partycypować w innych przedsiębiorstwach, również gdy mają one inny przedmiot działalności, może je nabywać.
",Ren Xiangyang,ul. Miodowa 14,02-246,Warszawa,mazowieckie,Wykreślone 24-10-2022,
534/R,2020-10-27,"Publicznoje Akcioniernoje Obszczestwo ""TRANSNEFT"" (nazwa skrócona: PAO ""TRANSNEFT"")","Presnenskaya Naberezhnaya nr domu 4, blok nr 2, 123112 Moskwa",Rosja,publiczna spółka akcyjna,"Świadczenie usług w dziedzinie przesyłu ropy, gazu i produktów ich przerobu systemem głównych rurociągów naftowych w Federacji Rosyjskiej i za jej granicami. Przesył rurociągami głównymi ropy, gazu i produktów ich przerobu.",Andrey Malinin,Adamowo,17-307,Mielnik,podlaskie,Aktywne,27.10.2026
535/R,2020-10-29,DOUBLEVIC INC.,"Fairview Mall Drive 245, M2J 4T1 Toronto, Ontario",Kanada,spółka z o.o.,Pozostałe doradztwo w zakresie prowadzenia działalności gospodarczej i zarządzania.,Eugene Pozhbelko,ul. Konopnickiej 1 lok. 4,58-500,Jelenia Góra,dolnośląskie,Wykreślone 30-10-2024,
536/R,2020-11-26,HEMIJSKA INDUSTRIJA ŽUPA DOO KRUŠEVAC,Šandora Petefija bb 37000 Kruševac  ,Serbia,spółka z o.o.,Produkcja pozostałych podstawowych chemikaliów nieorganicznych. ,Hubert Lipczyński,ul. Metalurgiczna 15 E,20-234,Lublin,lubelskie,Wykreślone 27-11-2022,
537/R,2020-12-17,invoitix ag,Badstrasse 4 5400 Baden ,Szwajcaria,spółka akcyjna,"Wykonywanie usług w zakresie finansowania należności za wszelkiego rodzaju przedsięwzięcia, a także w zakresie doradztwa dla przedsiębiorstw i doradztwa gospodarczego oraz powiązanych z tym działalności.",Vadzim Turak,ul. Chłodna 51 ,00-867,Warszawa,mazowieckie,Wykreślone 18-12-2022,
538/R,2021-01-13,FRENCH CONNECTION UK LIMITED,"First Floor Centro One, Plender Street 39 NW1 0DT  Londyn",Wielka Brytania,spółka z o.o.,"Handel, eksport, import, produkcja: art. kosmetycznych, odzieży, obuwia, tekstyliów.",Małgorzata Stasiak,ul. Elektronowa 6 lok. 11,94-103,Łódź,łódzkie,Aktywne,13.01.2027
539/R,2021-01-13,Qualys GmbH,"Terminalstrasse, Mitte18 85356  Monachium",Niemcy,spółka z o.o.,"Udostępnianie internetowego serwisu kontroli bezpieczeństwa, przeznaczonego do identyfikowania i analizowania poziomu bezpieczeństwa połączeń internetowych i sieci komputerowych dla przedsiębiorstw.",Sumedh Shrinand Thakar,Al. Jana Pawła II 22,00-133,Warszawa,mazowieckie,Aktywne,13.01.2027
540/R,2021-01-25,PCC SE,Moerser Strasse 149 47198 Duisburg,Niemcy,spółka europejska,"Spółka działa w charakterze zarządzającej spółki holdingowej, przede wszystkim w dziedzinie produkcji chemicznej, logistyki i handlu surowcami.",Marzena Ambroziak,Al. Jerozolimskie 65/79 lok. 17.28,00-697,Warszawa,mazowieckie,Aktywne,25.01.2027
541/R,2021-08-02,I.R.C.A. S.P.A. Industria Resistenze Corazzate e Affini,Via Caduti del Lavoro 3 31029 Vittorio Veneto (TV),Włochy,spółka akcyjna,"Produkcja i sprzedaż ogólnie systemów grzewczych, w szczególności systemów elektrycznych.",Jakub  Bok,Pl. Powstańców Warszawy 2 A  ,00-030,Warszawa,mazowieckie,Wykreślone 09-02-2023,
542/R,2021-12-02,CELKO CHEMICAL S.R.L.,"Via San Francesco a Patria, Loc. Vignatella 80014 Giuliano in Campania (NA)",Włochy,spółka z o.o.,"Produkcja i handel chemicznymi środkami pomocniczymi do ochrony urządzeń przemysłowych służących uzyskaniu oszczędności energii elektrycznej, ochronie środowiska naturalnego, czystości i sanifikacji; produkcja i handel przyrządami przemysłowymi i detergentami; wykonywanie analiz laboratoryjnych, doradztwo i obsługa techniczna, normatywna i organizacyjna w zakresie ogólnej produkcji przemysłowej.",Rossano Celani,ul. Dzielna 21/51  ,01-029,Warszawa,mazowieckie,Aktywne,12.02.2027
543/R,2021-03-16,LOCINOX,"Brabantstraat 107, 8790 Waregem",Belgia,spółka akcyjna,Produkcja konstrukcji metalowych i części do nich. ,Bram Jeroom S. Dieryckx,ul. Zwycięska 45,53-033,Wrocław,dolnośląskie,Wykreślone 17.03.2025,
544/R,2021-03-16,ZEMLYAKOFF EUROPE LIMITED,"Agiou Andreou 332, PATRICIAN CHAMBERS 3035 Limassol",Cypr,spółka z o.o.,"Rejestracja, opracowanie receptur, produkcja, import, dystrybucja środków ochrony roślin.",Justyna Kasińska,Al. Wilanowska 83 m. 52,02-765,Warszawa,mazowieckie,Wykreślone 17-03-2023,
545/R,2021-07-04,"HUNAN ZOOMWE ZHENGYUAN ADVANCED MATERIAL TRADE CO., LTD","Tanjin Road No. 1, Ningxiang Economic and Technological Development Zone Changxing Village",Chiny,spółka z o.o.,"Sprzedaż materiałów do baterii jonowych i produktów chemicznych, sprzedaż hurtowa metali, rud metali, sprzętu i maszyn, produktów metalowych i elektroniki, import i eksport różnego rodzaju towarów i technologii na własny rachunek i w charakterze agenta, poza towarami objętymi zakazem lub ograniczeniami w imporcie i eksporcie na podstawie przepisów krajowych.",Krzysztof Marański,ul. Juliusza Słowackiego 55/1 ,60-521 ,Poznań,wielkopolskie,Aktywne,07.04.2027
546/R,2021-04-28,MIDEA CONSUMER APPLIANCES DMCC,MAZAYA BUSINESS AVENUE AA 1 JLTE-PH2-AA1 Dubaj,Zjednoczone Emiraty Arabskie,spółka z o.o.,Handel kuchenkami i piecami kuchennymi.,Subrat Singh  Dharamwal ,Pl. Piłsudskiego 1,00-078 ,Warszawa,mazowieckie,Wykreślone 29-04-2023,
547/R,2021-05-27,EDIMAX TECHNOLOGY EUROPE B.V.,Fijenhof 2 5652 AE Eindhoven,Niderlandy,spółka z o.o.,"Sprzedaż hurtowa komputerów, urządzeń peryferyjnych i oprogramowania",Guan-Sheng Renn,Al. Jerozolimskie 214,02-486,Warszawa,mazowieckie,Wykreślone 28-05-2023,
548/R,2021-06-14,M&J DENMARK A/S,Vejlevej 5 8700 Horsens,Dania,spółka akcyjna,"Działalność w branży żelaznej i metalowej oraz powiązana z tym działalność, a także produkcja pozostałych maszyn specjalnego przeznaczenia.","John Møller Terkelsen, Paweł Witold Donimirski",Rondo Daszyńskiego 2b,00-843,Warszawa,mazowieckie,Wykreślone 16-04-2024,
549/R,2021-06-22,SINOHYDRO CORPORATION LIMITED,"601, Floor 6, Building 23, Yard 17, Xicui Road 100036 Pekin, Haidian District",Chiny,spólka z o.o.,"Kontraktowanie pracowników wymaganych do realizacji zagranicznych budów odpowiadających możliwościom, skali i osiągnięciom spółki. Generalne wykonawstwo, inwestycje, ekspertyzy terenowe, projektowanie, budowa, doradztwo, nadzór w zakresie budów inżynierii wodnej i hydroenergetycznej oraz rozwój, usługi oraz transfer w zakresie technologii powiązanych; generalne wykonawstwo, inwestycje, budowa, projektowanie, doradztwo oraz nadzór w zakresie budów inżynierii energetycznej, dróg publicznych, inżynierii kolejowej, portowej, inżynierii dróg morskich, lotnisk, budownictwa mieszkaniowego, miejskich robót publicznych oraz kolei miejskich; dostawa, produkcja, montaż, sprzedaż i wynajem urządzeń elektromechanicznych i maszyn budowlanych do ww. budów oraz rozwój, produkcja i sprzedaż materiałów budowlanych; zarządzanie nieruchomościami; budowy w ramach przetargów międzynarodowych na terenie Chin; działalność importowo-eksportowa; wykonawstwo budów zagranicznych. (Działalność produkcyjna i wytwórcza ograniczona jest do miejsc poza siedzibą spółki). (Przedsiębiorstwo zgodnie z prawem we własnym zakresie wybiera przedmiot działalności i rozpoczyna działalność; działalność, która w świetle prawa wymaga uprzedniego zatwierdzenia, rozpocząć można po uzyskaniu zatwierdzenia od właściwego organu, zgodnie z treścią zatwierdzenia; nie należy prowadzić działalności zakazanej lub ograniczonej polityką przemysłową tutejszego miasta.)",Yang Fan,Al. Jerozolimskie 176,02-486,Warszawa,mazowieckie,Aktywne,22.06.2025
550/R,2021-03-08,"Obszczestwo s dopolnitelnoj otwietstwiennostiu ""PrivatConsult"" (nazwa skrócona: ODO ""PrivatConsult"")",Korola 51/36 220004 Mińsk,Białoruś,spółka z dodatkową odpowiedzialnością,Działalność audytorska,Ivan Malinouski,ul. Kłopot 4 lok. 131,01-066,Warszawa,mazowieckie,Wykreślone 04-08-2023,
551/R,2021-04-08,SAIFE VETMED PRIVATE LIMITED,Okhla Industrial Area 110020 New Delhi,Indie,spółka z o.o.,"Import, eksport, wytwarzanie i sprzedaż farmaceutyków, produktów ayurwedycznych, produktów ziołowych, chemioterapeutyków, preparatów biologicznych i leczniczych, mieszanek paszowych uzupełniających i dietetycznych, zakwaszaczy, produktów do dezynfekcji, syropów, nalewek produktów odżywczych, olejków eterycznych, materiałów używanych w przemyśle medycznym i weterynaryjnych produktów leczniczych",Adam Pera,ul. Kasztanowa 46,62-330,Podstolice,wielkopolskie,Wykreślone 05-08-2023,
552/R,2021-05-08,ELECTRICITE DE FRANCE,avenue de Wagram 22-30 75008 Paryż,Francja,spółka akcyjna,Wytwarzanie energii elektrycznej,Thierry Deschaux,ul. Prosta 68,00-838,Warszawa,mazowieckie,Aktywne,05.08.2027
553/R,2021-08-19,TOKYO SANGYO EUROPE GmbH,Bethmannstrasse 8 60311 Frankfurt nad Menem,Niemcy,spółka z o.o.,"Zakup i sprzedaż, import i eksport, handel towarami w szczególności maszynami, urządzeniami technicznymi, instrumentami pomiarowymi, aparatami, narzędziami i surowcami, ich transport oraz związane z tym przeniesienie i montaż, nadzorowanie produkcji oraz świadczenie usług związanych z wszelkimi powyższymi czynnościami w imieniu własnym oraz jako zleceniodawca",Hiroaki Nishioka,ul. Wielicka 28,30-552,Kraków,mazowieckie,Wykreślone 20-08-2023,
554/R,2021-08-25,EVENTUS CAPITAL PARTNERS LTD,"Loutrakiou 5, Flat 101 2027 Stravolos, Nikozja",Cypr,spółka z o.o.,"Kompleksowe korporacyjne usługi finansowe, polegające na doradztwie transakcyjnym w zakresie fuzji i przejęć, pozyskiwania i lokowania kapitału, wykupów menedżerskich oraz wykupów przez podmioty trzecie (transakcje typu management buy-in oraz management buy-out), wykupów lewarowanych (Leveraged Buy Out), prowadzenie badań due dilligence, usługi konsultingowe, wspieranie przedsiębiorstw w zakresie restrukturyzacji i przekształceń, doradztwo w zakresie tworzenia holdingów, rozwoju sieci franczyzowych, tworzenia dokumentacji cen transferowych",Sandris Rugums,"Al. Jerozolimskie 192B, lok.1",02-486,Warszawa,mazowieckie,Wykreślone 26-08-2023,
555/R,2021-07-09,WORK ENTERPRISE LIMITED,"2 Sawley Road, Cariocca Business Park 74 M40 8BB  Manchester",Wielka Brytania,spółka z o.o.,Zapewnianie zasobów ludzkich i zarządzanie funkcjami zasobów ludzkich.,Jacek  Rembiałkowski,ul. 3 Maja 33,81-743,Sopot,kujawsko-pomorskie,Wykreślone 08-09-2023,
556/R,2021-08-09,Doczirnie Pidpryiemstwo Zakarpatskyj Ceolitowyj Zawod” Towarystwa z Obmeżenoju Widpowidalnistiu „Ceolit”,Iwana Franka 1 90450 Sokyrnycia,Ukraina,spółka z o.o. (spółka zależna),"Wydobywanie dekoracyjnego i budowlanego kamienia, wapna, gipsu, kredy i łupku ilastego. Wydobywanie surowców mineralnych dla przemysłu chemicznego i produkcji nawozów mineralnych. Wydobywanie innych kopalin użytecznych i opracowywanie kopalni odkrywkowych, nie wprowadzone do innych kategorii. Produkcja farb, lakierów i podobnej produkcji, farb drukarskich i kitu. Handel hurtowy niewyspecjalizowany.",Dmytro  Petushynskyy,ul. Jana Sawy 6/301,20-632,Lublin,lubelskie,Wykreślone 09-09-2023,
